web-scraper-order,web-scraper-start-url,titulo,descrip,precio
"1618890475-19779","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Casa en Venta con 4 recámaras en JURICA Queretaro con Alberca y cancha de tenis","Residencia en venta en residencial campestre jurica ubicada en la avenida principal , diseñada para vivir con un estatus de lujo y comodidad. 850m2 de construcción en un solo nivel excepto 4a. Recamara,  distribuidos en sus 2,220 metros2 de terreno.  Soberbio proyecto de afamado arquitecto  j.l. Becerra, gran jardin con cancha de tenis, disfrutable alberca cubierta y  jacuzzi integrado.  Amplia sala con chimenea, cocina equipada. 4 recámaras 3 con vestidor y baño, 1 con closet.  Amplios e iluminados espacios. Comodo  proyecto en un solo nivel con excepcion de mezanine donde esta la 4ta recamara con baño en planta alta. Cisterna, asador, amplios espacios de servicio, bodega.  Garage cubierto y descubierto.    Vo1534dp  Agente dinora parada","$ 23,000,000"
"1618890585-19922","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Casa en Jurica de 3 dormitorios y 235 mts2! RCS 19-1835","*Rcs 19-1835* casa en condominio de 2 casas con espacios muy funcionales y con excelente estado de conservación. Cocina y closets remodelados. La cocina es de granito, con isla desayunador y hornos empotrados. Cuenta con piso de madera en sala comedor en excelente estado. En segundo piso cuenta con 3 recámaras con closet, la principal con baño completo propio y las otras dos comparten un baño. Amplio y acogedor family con vigas de madera en techo. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.Jardín privado de 60 mts. 2 cajones de estacionamiento y cuarto de servicio con baño completo. Excelente ubicación a unas cuadras del colegio kennedy y comercios muy cercanos. Es una gran oportunidad de inversión en una de las mas exclusivas zonas de querétaro.","$ 3,320,000"
"1618890675-20034","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=2","Casa en Jurica de 610 mts2, 5 dormitorios con baño y amplio jardín ATC 20-2035","*Atc 20-2035* residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o depto para visita. No se comparte entre 3 corredores.- importante: pedir información del inmueble con el código marcado con ""**"".- previa cita.La casa cuenta también con cisterna de agua pluvial, cuarto de servicio con baño completo, estacionamiento cerrado y techado para hasta 5 coches, terraza en recamara principal con vista a la alberca, jacuzzi en recamara principal y amplio vestidor.","$ 11,350,000"
"1618890564-19901","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","Casa en venta Jurica 5 habitaciones JGCC","**20-805**lujosa casa en villas regency de jurica, con una espectacular doble altura con grandes ventanales que le permite disfrutar al entrar del inigualable jardín. Cuenta con 4 recamaras más estudio con baño completo por lo que podría ser de 5 recamara. En la habitación principal podrá disfrutar de una gran terraza con vistas al jardín y con acceso a área de oficina. Entre sus adicionales esta una alberca","$ 16,500,000"
"1618890475-19785","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=11","Venta Casa Duplex en Jurica Queretaro","Descripcion casas duplex Conjunto de 2 casas en jurica en un terreno de 420 mt2, cada casa tiene 235 mt2 de construccion. Con servicios independientes, escrituras independientes. Almendros 120 a Casa remodelada, tiene closets nuevos, y las persianas en recamaras son nuevas, son 3 recamaras, la recamara principal con su propio baño, las otras dos recamaras comparten baño, cuarto de tv amplio, abajo tiene la cocina esta remodelada y equipada (granito, parrilla, hornos y microondas empotrados, isla de granito), sala, comedor, partio de servicio, cuarto de servicio, medio baño, espacio para 2 autos cada casa. Y hay una area comun. El precio de la casa 120 a es de $3,320,000","$ 3,320,000"
"1618890653-20007","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Casa en venta en Fraccionamiento Jurica Campestre, Querétaro","Hermosa y amplia casa de un piso. Cerca de bancos, zonas comerciales, escuelas y transporte público. La casa cuenta con 4 recámaras, cada una con su baño completo, recámara principal con vestidor y jacuzzi, sala, comedor, cocina integral, desayunador, baño de visitas, despacho, medio baño de visitas, amplio jardín con asador y sistema de riego, alberca techada con acceso por desayunador y despacho, estacionamiento para hasta 10 autos, 2 de ellos techados. Además, cuenta con cuarto de servicio con baño completo y una lavandería.","$ 9,500,000"
"1618890496-19805","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta Jurica 3 habitaciones JGCC","**20-1718**casa remodelada con acabados de lujo, desarrollada en dos niveles con la siguiente distribución: pb: cochera para cuatro autos al descubierto, vestíbulo, sala, comedor, cocina, terraza, alberca, jardín, un baño completo, sala de tv., recamara principal con vestidor y baño completo. Pa: sala de tv., un baño completo, gimnasio, estudio, dos recamaras con baño completo de uso compartido","$ 13,500,000"
"1618890496-19791","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=10","Casa en venta en calle cerrada","Residencia en calle cerrada vigilancia en jurica, cuenta con alberca propia y amplio jardín con árboles. La casa cuenta con 5 habitaciones todas con baño completo, amplia estancia de sala con tapanco, comedor con terraza, antecomedor, sala de tv, cocina con amplia alacena, espacio anexo de entretenimiento con entrada por jardín con cocineta y baño completo, ideal para reuniones o departamento para visita. Llámanos para más informes. Somos rent-a-house, la nueva generación del negocio inmobiliario.Pedir información del inmueble por el código mls #20-2035","$ 11,350,000"
"1618890608-19937","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=5","Casa en venta en Jurica AQC","21-1102 Casa en venta en una de las mejores privadas de jurica, 3 recamaras amplias con closet, la pricipal tiene vestidor,cuarto de servicio con su baño completo con pasillo lateral para su entrada, tiene jardin amplio con pasto sintetico. 3 baños completo, altura de 2.80mtrs, estacionamiento cerrado, con salon de usos multiples, cuarto lavado techado, cocina super amplia equipada,","$ 6,200,000"
"1618890653-20017","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=3","Venta casa de un nivel con 3 recamaras en Fraccionamiento Jurica","Confortable casa en  un tranquilo y seguro Fraccionamiento. Se encuentra en excelente ubicación dentro de la ciudad, ya que cerca se encuentran escuelas, hospitales, restaurantes y de los mejores centros comerciales de la Ciudad de Queretaro. Cuenta con 3 recámaras con closet y baño privado en un solo nivel. La casa se encuentra en excelente estado de conservación. Sus amplios espacios te permitirán sentirte en la comodidad perfecta de tu hogar. ¡¡¡No desaproveches esta increíble oportunidad!!!!","$ 5,390,000"
"1618890699-20058","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=1","CASA EN VENTA EN JURICA DE UN NIVEL","Casa en venta en una de las mejores zonas de la Ciudad de Querétaro.
Cuenta con área de vestíbulo en entrada, sala con aire acondicionado solar, comedor, cocina integral con alacena y desayunador, patio interior, cuato de TV, medio baño de visitas, recámara principal con vestidor, baño, jacuzzi con vista al jardín, vapor, área de masaje y salida al jardín; dos recámaras secundarias con closet y baño cada una; patio-desayunador, terraza con asador, jacuzzi con caldera, jardín de 500 m2 con riego por aspersión, bodega y 5 cajones de estacionamiento con portón eléctrico e iluminación automatizada. Tiene sistema de alarma con sensores láser en exterior e interior, sistema de cámaras para monitoreo, cisterna de 5,000 l, tinaco y bomba de presión.
Cuenta con una segunda planta  que tiene cuarto de lavado, cuarto de servicio y patio de servicio.
Se cuenta con un vigilante para las 21 casas que pagan por éste servicio. EasyBroker ID: EB-FZ6125","$ 12,500,000"
"1618890585-19923","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","Casas en Jurica en Venta","Jurica hermosa residencia en venta *hermosa residencia, ubicada en uno de los mejores fraccionamientos de queretaro, cuenta con 4 recamaras con baã?o, sala, comedor, cuarto de servicio independiente o cuarto de invitados, cocina integral, bar o ãrea social, estudio, hermoso jardãn con terraza.","$ 12,000,000"
"1618890631-19974","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","CASA EN VENTA EN JURICA, QUERETARO.","Casa en venta en la exclusiva privada de las villas del club Regency en Jurica con un precio inmejorable!! A tres minutos de la escuela americana JFK, a 5 min del centro comercial Antea el más grande de LA. A 5 min de los principales supermercados y vías rápidas. En PB: amplio recibidor que da acceso a la sala y comedor con increíbles vistas al hermoso jardín. Cocina equipada, medio baño de visitas, cuarto de servicio, terraza techada y jardín. En PA: 3 amplias recámaras cada una con baño y vestidor, la principal vestidor de generosos espacios, área de tv, cuarto de lavado, clóset de blancos, balcón con vista al jardín. Luz natural en toda la casa. Estacionamiento para 3 autos techados y 6 sin techar. Acceso con doble vigilancia 24/7. 

*C* GA
JO
04/MAYO/2020. EasyBroker ID: EB-EX7498","$ 12,000,000"
"1618890631-19977","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=4","KL / ¡OPORTUNIDAD! CASA VENTA JURICA (3 casas en 1).","El precio incluye las 3 propiedades:
Privada de tres casas de una planta. Servicios independientes. Portón eléctrico Cerca electrificada.
Casa 1: 2 recámaras, 1 baño completo, estudio, sala, comedor, cocina equipada, área de servicio, terraza. 2 Autos.
Casa 2: 3 Recámaras, 2.5 baños, sala, comedor, cocina equipada con antecomedor, área de servicio, terraza. 2 Autos. Recámara principal con baño, vestidor y jacuzzi.
Casa 3: 4 Recámaras, 3.5 baños, sala, comedor, cocina equipada, sala de TV, área de servicio, terraza, 3 autos. Dos recámaras amplias con baño y vestidor.","$ 9,500,000"
"1618890585-19928","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=6","CASA EN VENTA EN JURICA UN SOLO NIVEL","El pueblo de Jurica Querétaro es una magnífica hacienda de principios del siglo XVI transformada  en zonas residenciales triple AAA, que en sus inicios perteneció al virrey Luis de Velasco, con una clásica arquitectura colonial de arcos y paredes de piedra volcánica que harán viajar su imaginación hasta la época de la conquista española.

A 15 minutos del centro de Querétaro y con todos los servicios de plazas comerciales AAA sentirá que vive en una zona de ensueño.

Residencia de un solo nivel con amplios espacios y jardines.

Es difícil enumerar todas las características interiores y exteriores de esta
impresionante casa. ¡Programe un recorrido hoy!

4 Recamaras cada una con baño y vestidor
Área Familiar
Estudio
Sala en desnivel
Comedor de buen tamaño
Cocina Equipada con isla desayunador
Área de bar con vista al jardín
Jardín de aprox 1000m2 con áreas de terrazas
Estacionamiento para 4 autos, 2 techados
Cuarto de servicio
Área de lavado

La Residencia fue remodelada hace poco tiempo, excelente mantenimiento y ubicación. EasyBroker ID: EB-EK9958","$ 15,000,000"
"1618890408-19684","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=14","Venta de Casa en Jurica, Queretaro en condominio, 3 recamaras y cto. de servicio","Casa en venta en exclusivo y agradable residencial en privada jurica queretaro. Incluye: Area verde, juegos infantiles, gimnasio, salon de usos multiples.   Bonita y practica arquitectura moderna  2 niveles, finos acabados 3 recamaras con vestidor y baño Amplia sala comedor Cocina equipada Comodo jardin privado Cuarto de servicio y de lavanderia  Bodega 2 estacionamientos y adicionales para visitas. Ubicada cerca de escuelas y los mejores comercios. Seguridad, tranquilidad y plusvalia. Para gustos exigentes.   Vo1384ep Informes agente inmobiliario elsa parada","$ 6,200,000"
"1618890564-19883","https://www.lamudi.com.mx/queretaro-arteaga/queretaro/jurica-1/casa/for-sale/?page=7","VENTA CASA JURICA QUERETARO","3 RECÁMARAS TODAS CON BAÑO Y VESTIDOR, LA PRINCIPAL CON 2 BAÑOS Y DOS VESTIDORES, ESTAS TIENEN HERMOSAS VISTAS HACÍA EL AMPLISÍMO JARDÍN. COCINA EQUIPADA CON VISTA AL JARDÍN Y SALIDA A TERRAZA, PARA INOLVIDABLES REUNIONES. SALA CON FUENTE, AMPLIO COMEDOR Y RECIBIDOR. SALA DE TV CON MURO LLORÓN. BOCINAS EN CASA PARA MÚSICA DE AMBIENTE. CUARTO DE SERVICIO COMPLETO. 8 ESTACIONAMIENTOS. EasyBroker ID: EB-EL9243","$ 13,500,000"
