web-scraper-order,web-scraper-start-url,titulo,precio,habitaciones,metros
1616354380-326,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa en renta en El Refugio OFP 20 2579,10500,"3
                                    
                                
                                Recámaras","108 m²
                                    
                                
                                Construidos"
1616354263-17,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,CASA EN RENTA EN LOMAS DEL CAMPANARIO I CON RECAMARA EN PLANTA BAJA,35000,"4
                                    
                                
                                Recámaras","290 m²
                                    
                                
                                Construidos"
1616354365-276,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa amueblada de tres recamaras en el Refugio,19000,"3
                                    
                                
                                Recámaras","220 m²
                                    
                                
                                Construidos"
1616354380-324,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,"El Refugio, casa en renta con excelente ubicación a pie de calle. FVR",13500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354350-216,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta El Refugio 3 habitaciones JRH,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354344-215,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,CASA  RENTA VILLAS DE JURIQUILLA STA FE QUERETARO,11500,"2
                                    
                                
                                Recámaras","142 m²
                                    
                                
                                Construidos"
1616354331-143,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Amplia y hermosa casa en Renta en Juriquilla en privada con vigilancia JF,40000,"4
                                    
                                
                                Recámaras","525 m²
                                    
                                
                                Construidos"
1616354331-158,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,HERMOSA CASA EN RENTA O VENTA EN JURIQUILLA !!,20000,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354371-292,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa SIN AMOBLAR en El Refugio lista para estrenar con 128 mts2! GOC,12500,"3
                                    
                                
                                Recámaras","128 m²
                                    
                                
                                Construidos"
1616354317-103,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa sin amueblar en Cumbres de Juriquilla de 180 mts2! ATC,15000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354283-41,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Renta casa de 3 recamaras AGT,9000,"3
                                    
                                
                                Recámaras","106 m²
                                    
                                
                                Construidos"
1616354308-90,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Oficina en Renta WTC  Juriquilla,14000,"1
                                    
                                
                                Recámara","39 m²
                                    
                                
                                Construidos"
1616354403-408,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa Para Renta con Mantenimiento Incluido - El Refugio,14000,"3
                                    
                                
                                Recámaras","155 m²
                                    
                                
                                Construidos"
1616354344-204,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"C205 Excelente amueblada o sin amueblar, jacuzzi en la terraza, iluminada, vig24",15500,"3
                                    
                                
                                Recámaras","130 m²
                                    
                                
                                Construidos"
1616354326-123,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,CASA RENTA JURIQUILLA QUERETARO,10500,"3
                                    
                                
                                Recámaras","130 m²
                                    
                                
                                Construidos"
1616354263-8,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,Privada con vigilancia Fracc Lomas del Campanario I,33000,"3
                                    
                                
                                Recámaras","290 m²
                                    
                                
                                Construidos"
1616354386-339,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Bonita casa en privada en el Refugio con vigilancia 24x7 con Gimnasio y  Alberca,12500,"2
                                    
                                
                                Recámaras","109 m²
                                    
                                
                                Construidos"
1616354344-211,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa en condominio en Renta, en Juriquilla, Querétaro",13000,"3
                                    
                                
                                Recámaras","159 m²
                                    
                                
                                Construidos"
1616354371-290,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta en El Refugio,12900,"3
                                    
                                
                                Recámaras",null
1616354408-436,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa amueblada en renta Refugio Querétaro,15000,"3
                                    
                                
                                Recámaras","130 m²
                                    
                                
                                Construidos"
1616354301-76,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa en Renta Amueblada, Cuenta con 3 Recamaras Excelente Oportunidad YCC",16000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
1616354344-206,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Rento casa en cumbres del Lago amueblada,20000,"3
                                    
                                
                                Recámaras","190 m²
                                    
                                
                                Construidos"
1616354301-72,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Casa sola en Renta, en Milenio 3a. Sección, Querétaro",17000,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354408-434,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Rento Casa en Condominio La Escondida Fracc. El Refugio,12500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354386-333,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JRH,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354301-79,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa en renta Milenio 3 habitaciones JRH,15500,"3
                                    
                                
                                Recámaras","300 m²
                                    
                                
                                Construidos"
1616354283-53,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,Casa en Renta. El Mirador. FVR,12700,"3
                                    
                                
                                Recámaras","150 m²
                                    
                                
                                Construidos"
1616354326-122,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,"Departamento Duplex en renta, posee dos recamaras,con alberca y GYM, YCC",14000,"2
                                    
                                
                                Recámaras","156 m²
                                    
                                
                                Construidos"
1616354338-187,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casa - Juriquilla,75000,"4
                                    
                                
                                Recámaras","480 m²
                                    
                                
                                Construidos"
1616354371-287,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354358-242,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Se Renta Casa amueblada 3 recamaras en el Refugio YCC,19000,"3
                                    
                                
                                Recámaras","220 m²
                                    
                                
                                Construidos"
1616354326-138,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,CASA EN RENTA EN JURIQUILLA,43000,"3
                                    
                                
                                Recámaras","340 m²
                                    
                                
                                Construidos"
1616354403-419,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,"Impecable mantenimiento de dos niveles, Casa en El Refugio sin amueblar! RCS",13500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354331-154,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Casa amueblada  en renta en Juriquilla OFP 20 2136,17500,"3
                                    
                                
                                Recámaras","160 m²
                                    
                                
                                Construidos"
1616354331-163,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,Amplia casa en Juriquilla atras de la UVM,11500,"4
                                    
                                
                                Recámaras","130 m²
                                    
                                
                                Construidos"
1616354301-77,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA EN RENTA AMUEBLADA EN MILENIO III EN ESQUINA,15000,"2
                                    
                                
                                Recámaras","136 m²
                                    
                                
                                Construidos"
1616354273-23,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Hermosa casa dentro del mirador y en privada, con amenidades.",11500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354397-389,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JRH,14000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
1616354338-167,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,RENTA CASAS QUERETARO JURIQUILLA LA RICA  AA,55000,"4
                                    
                                
                                Recámaras","550 m²
                                    
                                
                                Construidos"
1616354386-345,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en El Refugio con buena ubicación sin amueblar y 164 mts2! RAHQRO,13500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354403-428,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta El Refugio 3 habitaciones AVH,15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354301-66,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Hermosa casa en renta en Milenio AQC,15500,"3
                                    
                                
                                Recámaras","300 m²
                                    
                                
                                Construidos"
1616354408-433,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,RENTA CASA EL REFUGIO,12500,"3
                                    
                                
                                Recámaras","130 m²
                                    
                                
                                Construidos"
1616354350-217,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,RENTA EN EL REFUGIO,11000,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354408-450,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Rento en el refugio casa de 2 niveles con buenas amenidades 3 recamaras y 4 baño,13000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
1616354380-306,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354365-265,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,RENTA CASA REFUGIO RESIDENCIAL,17900,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354397-382,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354350-219,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en El Refugio con cocina integral y 170 mts2! RAHQRO,3890000,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354358-244,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,"Casa en Renta, Privada Dolceterra, Refugio",14500,"3
                                    
                                
                                Recámaras",null
1616354358-241,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,"Casa de 3 dormitorios en El Refugio, principal con vestier y baño! RCS",15000,"3
                                    
                                
                                Recámaras","142 m²
                                    
                                
                                Construidos"
1616354301-75,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,Casa en renta Milenio 3 habitaciones JRH,16000,"3
                                    
                                
                                Recámaras","240 m²
                                    
                                
                                Construidos"
1616354380-321,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa en renta en el refugio 3 recamaras incluye mantenimiento MFT,13000,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354391-378,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en El Refugio sin amoblar de 3 dormitorios y 164 mts2 en renta! GOC,13500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354344-214,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Casa en fraccionamiento exclusivo de 133 mts2 y cómodo! GOC 19-2077,11500,"3
                                    
                                
                                Recámaras","133 m²
                                    
                                
                                Construidos"
1616354338-186,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"Casa amueblada en renta en Balcones Juriquilla, Queretaro",45000,"3
                                    
                                
                                Recámaras","340 m²
                                    
                                
                                Construidos"
1616354350-228,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Casa en renta El Refugio 3 habitaciones JGCC,13000,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354350-226,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=10,Se Renta Casa en el Refugio de Arquitecto 3 recamaras con roof garden bpa,16900,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354371-305,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=7,"Casa en renta en El Refugio, OFP 19-2405",11500,"3
                                    
                                
                                Recámaras","124 m²
                                    
                                
                                Construidos"
1616354331-153,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"PRECIOSA CASA AMUEBLADA EN RESIDENCIAL PARAISO, JURIQUILLA",16000,"3
                                    
                                
                                Recámaras","147 m²
                                    
                                
                                Construidos"
1616354380-310,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Casa sin amoblar en El Refugio de 138 mts2 y 3 dormitorios! RAHQRO,13500,"3
                                    
                                
                                Recámaras","138 m²
                                    
                                
                                Construidos"
1616354358-249,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,CASA AMUEBLADA EN RENTA,28000,"2
                                    
                                
                                Recámaras","155 m²
                                    
                                
                                Construidos"
1616354365-259,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=8,Casa en Renta en el Refugio 3 recamaras excelentes amenidades YCC,12600,"3
                                    
                                
                                Recámaras","128 m²
                                    
                                
                                Construidos"
1616354331-142,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,CASA EN RENTA  JURIQUILLA,37000,"4
                                    
                                
                                Recámaras","480 m²
                                    
                                
                                Construidos"
1616354273-30,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,"Álamos 3a Sección, Querétaro",11500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354301-68,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA CONDOMINIO MILENIO,20000,"3
                                    
                                
                                Recámaras","230 m²
                                    
                                
                                Construidos"
1616354263-3,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,Se Renta casa en El Campanario,65000,"6
                                    
                                
                                Recámaras","510 m²
                                    
                                
                                Construidos"
1616354331-161,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Casa Amueblada en renta, exclusivo condominio en valle de juriquilla",23000,"3
                                    
                                
                                Recámaras","171 m²
                                    
                                
                                Construidos"
1616354326-132,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta con recamara en planta baja,35000,"4
                                    
                                
                                Recámaras","420 m²
                                    
                                
                                Construidos"
1616354344-197,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa en condominio en Renta, en Juriquilla, Querétaro",17500,"3
                                    
                                
                                Recámaras","160 m²
                                    
                                
                                Construidos"
1616354326-128,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=4,Casa en Renta. Juriquilla. FVR,11000,"3
                                    
                                
                                Recámaras","97 m²
                                    
                                
                                Construidos"
1616354358-237,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en renta sin amoblar en El Refugio de 3 dormitorios! ATC 20-1606,13500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354344-199,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,Renta de casa con jardin y cuarto de servicio en zona de Juriquilla Santa Fe,23500,"3
                                    
                                
                                Recámaras","220 m²
                                    
                                
                                Construidos"
1616354358-232,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en Renta en el Refugio 3 recamaras excelentes amenidades YCC,12600,"3
                                    
                                
                                Recámaras","128 m²
                                    
                                
                                Construidos"
1616354358-253,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en Renta. El Refugio. FVR,18500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354397-392,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354273-27,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta El Mirador 3 habitaciones AVH,12000,"3
                                    
                                
                                Recámaras","119 m²
                                    
                                
                                Construidos"
1616354386-337,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en El Refugio con Variadas Amenidades - Renta,14000,"3
                                    
                                
                                Recámaras","155 m²
                                    
                                
                                Construidos"
1616354344-207,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"Casa sola en Renta, en Juriquilla, Querétaro",35000,"4
                                    
                                
                                Recámaras","380 m²
                                    
                                
                                Construidos"
1616354344-200,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,SE RENTA CASA EN JURIQUILLA DENTRO DE PRIVADA,13000,"3
                                    
                                
                                Recámaras","140 m²
                                    
                                
                                Construidos"
1616354386-343,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=5,Casa en renta El Refugio 3 habitaciones JGCC,15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354403-415,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta EL Refugio 3 habitaciones JRH,10500,"3
                                    
                                
                                Recámaras","108 m²
                                    
                                
                                Construidos"
1616354397-391,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,"El Refugio, RENTA - Casa en privada con seguridad",11000,"3
                                    
                                
                                Recámaras","124 m²
                                    
                                
                                Construidos"
1616354273-29,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=2,Casa en renta en El Mirador con una amplia cocina y un bello patio.,11500,"2
                                    
                                
                                Recámaras","127 m²
                                    
                                
                                Construidos"
1616354331-149,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,CASA EN RENTA  JURIQUILLA,20000,"3
                                    
                                
                                Recámaras","340 m²
                                    
                                
                                Construidos"
1616354301-80,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,"Milenio 3era Sección, Amplia Casa en Renta",18000,"3
                                    
                                
                                Recámaras","290 m²
                                    
                                
                                Construidos"
1616354397-400,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=3,Casa de 3 Recámaras y Roof Garden en Renta en El Refugio SRM 20-3531,15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354403-422,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Renta. Casa Equipada en Zona Premium con Amenidades - El Refugio,13000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
1616354317-113,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"Estrena Casa en condominio en venta con doble seguridad,Lomas de Juriquilla,QRO.",0,"3
                                    
                                
                                Recámaras","207 m²
                                    
                                
                                Construidos"
1616354283-42,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-mirador-92/casa/for-rent/?page=1,"RENTA CASA EN EL MIRADOR, CONDOMINIO CON AMENDADES",11500,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354317-92,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,Casa en Renta - Juriquilla - en Privada,28000,"3
                                    
                                
                                Recámaras","415 m²
                                    
                                
                                Construidos"
1616354408-440,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en renta El Refugio 3 habitaciones YCC,14000,"3
                                    
                                
                                Recámaras","155 m²
                                    
                                
                                Construidos"
1616354263-15,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-campanario-28/casa/for-rent/,BONITA CASA EN VENTA,9000000,"3
                                    
                                
                                Recámaras","352 m²
                                    
                                
                                Construidos"
1616354344-196,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=1,"CASA AMUEBLADA EN SANTA FE JURIQUILLA, QRO.CAISA",26000,"2
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354391-374,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Amplia casa en renta de 3 recamaras en el Refugio 20-3531JVE,15500,"3
                                    
                                
                                Recámaras","246 m²
                                    
                                
                                Construidos"
1616354338-182,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Casas en Renta en Juriquilla,11500,"3
                                    
                                
                                Recámaras","170 m²
                                    
                                
                                Construidos"
1616354301-67,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/milenio-iii-10/casa/for-rent/?page=1,CASA RENTA MILENIO lll QUERETARO/ TI-D,14500,"3
                                    
                                
                                Recámaras","180 m²
                                    
                                
                                Construidos"
1616354331-162,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,RENTA DUPLEX PLANTA BAJA SAN ISIDRO JURIQUILLA QRO,7500,"2
                                    
                                
                                Recámaras","60 m²
                                    
                                
                                Construidos"
1616354338-178,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,"CASA EN RENTA, FRACCIONAMIENTO ALENAS, JURIQUILLA, QRO.",19000,"230 m²
                                    
                                
                                Construidos","240 m²
                                    
                                
                                Terreno"
1616354408-449,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,Casa en Renta Queretaro Vidanta El Refugio,10000,"2
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354308-88,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,AV/  Renta Casa en Av. La rica  Juriquilla Querétaro,40000,"4
                                    
                                
                                Recámaras","284 m²
                                    
                                
                                Construidos"
1616354403-423,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=2,Casa en renta por el Fray Junipero Serra OFP 20 1124,23000,"3
                                    
                                
                                Recámaras","210 m²
                                    
                                
                                Construidos"
1616354338-175,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=2,Bonita casa amueblada con 2 recámaras y Aceptan mascotas en San Isidro Juri JF,11000,"3
                                    
                                
                                Recámaras","97 m²
                                    
                                
                                Construidos"
1616354331-165,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=3,"Renta de casa Amueblada en Residencial Caletto, Juriquilla. Querétaro",14000,"3
                                    
                                
                                Recámaras","120 m²
                                    
                                
                                Construidos"
1616354358-252,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=9,Casa en renta El Refugio 3 habitaciones JGCC,12500,"3
                                    
                                
                                Recámaras","164 m²
                                    
                                
                                Construidos"
1616354391-366,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en Renta en Riscos de Zakia Queretaro,8800,"3
                                    
                                
                                Recámaras","100 m²
                                    
                                
                                Construidos"
1616354308-84,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=6,Renta de Casa con 5 recamaras y amplios espacios ubicada en Privada Juriquilla,60000,"5
                                    
                                
                                Recámaras","550 m²
                                    
                                
                                Construidos"
1616354317-99,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/juriquilla/casa/for-rent/?page=5,"Renta de Casa de Lujo en Santa Fe Juriquilla, Queretaro",26000,"3
                                    
                                
                                Recámaras","190 m²
                                    
                                
                                Construidos"
1616354408-451,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=1,"CASA EN RENTA CH EN VIDARA, RESIDENCIAL EL REFUGIO, QUERÉTARO",9000,"2
                                    
                                
                                Recámaras","110 m²
                                    
                                
                                Construidos"
1616354380-329,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=6,Amplia casa en Renta en El Refugio,13000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
1616354391-375,https://www.lamudi.com.mx/queretaro-arteaga/queretaro/el-refugio-82/casa/for-rent/?page=4,Casa en renta en Alanna el Refugio 3 recamaras,13000,"3
                                    
                                
                                Recámaras","166 m²
                                    
                                
                                Construidos"
